kind,project,local_path,id_or_uid,view_url,api_url,metadata_json,uploaded_at
video,added,natural_tools/parrot_pasta_scratch.mp4,ee58bc9fe14040dd8db1c06fd621bb79,https://customer-1ixj2hastb04w2ye.cloudflarestream.com/ee58bc9fe14040dd8db1c06fd621bb79/manifest/video.m3u8,https://api.cloudflare.com/client/v4/accounts/85cd9827d6b73c6498b0f1fcd409a017/stream/ee58bc9fe14040dd8db1c06fd621bb79,"{""project"": ""added"", ""source"": ""natural_tools/parrot_pasta_scratch.mp4"", ""name"": ""parrot_pasta_scratch.mp4""}",2025-08-09T20:08:16.201846+00:00
video,added,play/dog_skateboarding.mp4,9f45e9178c174a498246fc789bdcceb5,https://customer-1ixj2hastb04w2ye.cloudflarestream.com/9f45e9178c174a498246fc789bdcceb5/manifest/video.m3u8,https://api.cloudflare.com/client/v4/accounts/85cd9827d6b73c6498b0f1fcd409a017/stream/9f45e9178c174a498246fc789bdcceb5,"{""project"": ""added"", ""source"": ""play/dog_skateboarding.mp4"", ""name"": ""dog_skateboarding.mp4""}",2025-08-09T20:08:32.070678+00:00
video,added,play/elephant_takes_off_and_hides_womans_hat_in_mouth.mp4,bc4d7d3a82e04e839762272621a785ca,https://customer-1ixj2hastb04w2ye.cloudflarestream.com/bc4d7d3a82e04e839762272621a785ca/manifest/video.m3u8,https://api.cloudflare.com/client/v4/accounts/85cd9827d6b73c6498b0f1fcd409a017/stream/bc4d7d3a82e04e839762272621a785ca,"{""project"": ""added"", ""source"": ""play/elephant_takes_off_and_hides_womans_hat_in_mouth.mp4"", ""name"": ""elephant_takes_off_and_hides_womans_hat_in_mouth.mp4""}",2025-08-09T20:08:33.275966+00:00
video,added,play/Dog playing volleyball.mp4,0df649be8bcf4195b986698480320770,https://customer-1ixj2hastb04w2ye.cloudflarestream.com/0df649be8bcf4195b986698480320770/manifest/video.m3u8,https://api.cloudflare.com/client/v4/accounts/85cd9827d6b73c6498b0f1fcd409a017/stream/0df649be8bcf4195b986698480320770,"{""project"": ""added"", ""source"": ""play/Dog playing volleyball.mp4"", ""name"": ""Dog playing volleyball.mp4""}",2025-08-09T20:08:49.717143+00:00
video,added,play/dog_and_chicken_playing_tag.mp4,38a16af6b83149738ffc7f4c17a62ad2,https://customer-1ixj2hastb04w2ye.cloudflarestream.com/38a16af6b83149738ffc7f4c17a62ad2/manifest/video.m3u8,https://api.cloudflare.com/client/v4/accounts/85cd9827d6b73c6498b0f1fcd409a017/stream/38a16af6b83149738ffc7f4c17a62ad2,"{""project"": ""added"", ""source"": ""play/dog_and_chicken_playing_tag.mp4"", ""name"": ""dog_and_chicken_playing_tag.mp4""}",2025-08-09T20:08:50.540057+00:00
video,added,electronics/Cat_Watching_IPad.mp4,7d48ab01d6f04e0c9ed1e6c2626b98f7,https://watch.cloudflarestream.com/7d48ab01d6f04e0c9ed1e6c2626b98f7,https://api.cloudflare.com/client/v4/accounts/85cd9827d6b73c6498b0f1fcd409a017/stream/7d48ab01d6f04e0c9ed1e6c2626b98f7,"{""name"": ""Cat_Watching_IPad.mp4"", ""project"": ""added"", ""source"": ""electronics/Cat_Watching_IPad.mp4""}",2025-09-13T16:46:53.873084+00:00
video,added,electronics/Chimp_Using_SmartPhone.mp4,9a369d5d00fc4ebfaf3ccc7576869ed1,https://watch.cloudflarestream.com/9a369d5d00fc4ebfaf3ccc7576869ed1,https://api.cloudflare.com/client/v4/accounts/85cd9827d6b73c6498b0f1fcd409a017/stream/9a369d5d00fc4ebfaf3ccc7576869ed1,"{""name"": ""Chimp_Using_SmartPhone.mp4"", ""project"": ""added"", ""source"": ""electronics/Chimp_Using_SmartPhone.mp4""}",2025-09-13T16:47:09.046554+00:00
video,added,electronics/Kittens_Watching_SmartPhone.mp4,84caa914ba2d4a1fbeac879e5b7685c1,https://watch.cloudflarestream.com/84caa914ba2d4a1fbeac879e5b7685c1,https://api.cloudflare.com/client/v4/accounts/85cd9827d6b73c6498b0f1fcd409a017/stream/84caa914ba2d4a1fbeac879e5b7685c1,"{""name"": ""Kittens_Watching_SmartPhone.mp4"", ""project"": ""added"", ""source"": ""electronics/Kittens_Watching_SmartPhone.mp4""}",2025-09-13T16:47:13.613033+00:00
video,added,navigating_human_world/cat_making_bed.mp4,9d33a064a104463294341501e5492a99,https://watch.cloudflarestream.com/9d33a064a104463294341501e5492a99,https://api.cloudflare.com/client/v4/accounts/85cd9827d6b73c6498b0f1fcd409a017/stream/9d33a064a104463294341501e5492a99,"{""name"": ""cat_making_bed.mp4"", ""project"": ""added"", ""source"": ""navigating_human_world/cat_making_bed.mp4""}",2025-09-13T17:19:20.271288+00:00
video,added,navigating_human_world/cat_opening_cage.mp4,07c151948b6e48eb9217329ac94765e0,https://watch.cloudflarestream.com/07c151948b6e48eb9217329ac94765e0,https://api.cloudflare.com/client/v4/accounts/85cd9827d6b73c6498b0f1fcd409a017/stream/07c151948b6e48eb9217329ac94765e0,"{""name"": ""cat_opening_cage.mp4"", ""project"": ""added"", ""source"": ""navigating_human_world/cat_opening_cage.mp4""}",2025-09-13T17:19:28.183783+00:00
video,added,navigating_human_world/cow_turning_tap_on_and_then_off.mp4,c8b568aedd5e4ce8ad09c7ef56dfbf7a,https://watch.cloudflarestream.com/c8b568aedd5e4ce8ad09c7ef56dfbf7a,https://api.cloudflare.com/client/v4/accounts/85cd9827d6b73c6498b0f1fcd409a017/stream/c8b568aedd5e4ce8ad09c7ef56dfbf7a,"{""name"": ""cow_turning_tap_on_and_then_off.mp4"", ""project"": ""added"", ""source"": ""navigating_human_world/cow_turning_tap_on_and_then_off.mp4""}",2025-09-13T17:19:40.626132+00:00
video,added,navigating_human_world/dog_bringing_beer_to_owner.mp4,2d90a21805d6472b85066d04f2107d6b,https://watch.cloudflarestream.com/2d90a21805d6472b85066d04f2107d6b,https://api.cloudflare.com/client/v4/accounts/85cd9827d6b73c6498b0f1fcd409a017/stream/2d90a21805d6472b85066d04f2107d6b,"{""name"": ""dog_bringing_beer_to_owner.mp4"", ""project"": ""added"", ""source"": ""navigating_human_world/dog_bringing_beer_to_owner.mp4""}",2025-09-13T17:19:55.523828+00:00
video,added,navigating_human_world/dog_helping_other_dog.mp4,d372e56934db4289a70a6b40c2f5848e,https://watch.cloudflarestream.com/d372e56934db4289a70a6b40c2f5848e,https://api.cloudflare.com/client/v4/accounts/85cd9827d6b73c6498b0f1fcd409a017/stream/d372e56934db4289a70a6b40c2f5848e,"{""name"": ""dog_helping_other_dog.mp4"", ""project"": ""added"", ""source"": ""navigating_human_world/dog_helping_other_dog.mp4""}",2025-09-13T17:20:06.831090+00:00
video,added,navigating_human_world/dog_picking_up_its_toy.mp4,d220114c92a84d129531c2a5f612e4b8,https://watch.cloudflarestream.com/d220114c92a84d129531c2a5f612e4b8,https://api.cloudflare.com/client/v4/accounts/85cd9827d6b73c6498b0f1fcd409a017/stream/d220114c92a84d129531c2a5f612e4b8,"{""name"": ""dog_picking_up_its_toy.mp4"", ""project"": ""added"", ""source"": ""navigating_human_world/dog_picking_up_its_toy.mp4""}",2025-09-13T17:20:11.522148+00:00
video,added,navigating_human_world/dog_putting_things_away.mp4,9f6b7d72337a40028e301830c527ab4b,https://watch.cloudflarestream.com/9f6b7d72337a40028e301830c527ab4b,https://api.cloudflare.com/client/v4/accounts/85cd9827d6b73c6498b0f1fcd409a017/stream/9f6b7d72337a40028e301830c527ab4b,"{""name"": ""dog_putting_things_away.mp4"", ""project"": ""added"", ""source"": ""navigating_human_world/dog_putting_things_away.mp4""}",2025-09-13T17:20:20.032291+00:00
video,added,navigating_human_world/dog_rearrenage_fence_to_escape.mp4,cb54d0e17977491095bb80de704fb017,https://watch.cloudflarestream.com/cb54d0e17977491095bb80de704fb017,https://api.cloudflare.com/client/v4/accounts/85cd9827d6b73c6498b0f1fcd409a017/stream/cb54d0e17977491095bb80de704fb017,"{""name"": ""dog_rearrenage_fence_to_escape.mp4"", ""project"": ""added"", ""source"": ""navigating_human_world/dog_rearrenage_fence_to_escape.mp4""}",2025-09-13T17:20:22.279529+00:00
video,added,navigating_human_world/donkey_opening_car_door.mp4,24117f1037d94cd5a948eb1522f13e47,https://watch.cloudflarestream.com/24117f1037d94cd5a948eb1522f13e47,https://api.cloudflare.com/client/v4/accounts/85cd9827d6b73c6498b0f1fcd409a017/stream/24117f1037d94cd5a948eb1522f13e47,"{""name"": ""donkey_opening_car_door.mp4"", ""project"": ""added"", ""source"": ""navigating_human_world/donkey_opening_car_door.mp4""}",2025-09-13T17:20:31.830767+00:00
video,added,navigating_human_world/Elephant_using_Recycling_Bin.mp4,4907d6de94b34375a2589410ea253884,https://watch.cloudflarestream.com/4907d6de94b34375a2589410ea253884,https://api.cloudflare.com/client/v4/accounts/85cd9827d6b73c6498b0f1fcd409a017/stream/4907d6de94b34375a2589410ea253884,"{""name"": ""Elephant_using_Recycling_Bin.mp4"", ""project"": ""added"", ""source"": ""navigating_human_world/Elephant_using_Recycling_Bin.mp4""}",2025-09-13T17:20:34.859690+00:00
video,added,navigating_human_world/pig_getting_out_of_cage.mp4,eda2adc52c06419a80026a29c96ef460,https://watch.cloudflarestream.com/eda2adc52c06419a80026a29c96ef460,https://api.cloudflare.com/client/v4/accounts/85cd9827d6b73c6498b0f1fcd409a017/stream/eda2adc52c06419a80026a29c96ef460,"{""name"": ""pig_getting_out_of_cage.mp4"", ""project"": ""added"", ""source"": ""navigating_human_world/pig_getting_out_of_cage.mp4""}",2025-09-13T17:20:41.117346+00:00
video,added,navigating_human_world/trained_dog_takes_care_of_person.mp4,8bf232751b2d4246a64ddef03130d312,https://watch.cloudflarestream.com/8bf232751b2d4246a64ddef03130d312,https://api.cloudflare.com/client/v4/accounts/85cd9827d6b73c6498b0f1fcd409a017/stream/8bf232751b2d4246a64ddef03130d312,"{""name"": ""trained_dog_takes_care_of_person.mp4"", ""project"": ""added"", ""source"": ""navigating_human_world/trained_dog_takes_care_of_person.mp4""}",2025-09-13T17:20:47.066036+00:00
